TransactionID,CustomerID,ProductID,Quantity,TransactionDate,PaymentMethod,Revenue,Price,Cost,Profit
T01214,C0846,P0074,1,18-03-2023,Wallet,2550.6,2550.6,2201.4,349.2
T01215,C0395,P0072,3,10-10-2023,Credit Card,24866.58,8288.86,6131.63,6471.69
T01216,C0277,P0054,5,12-08-2023,Wallet,35540.4,7108.08,6247.76,4301.6
T01217,C0660,P0068,4,12-01-2023,NetBanking,21836.4,5459.1,4697.22,3047.52
T01218,C0094,P0087,1,03-01-2023,Wallet,9746.25,9746.25,8244.56,1501.69
T01219,C0462,P0015,2,05-05-2024,NetBanking,6644.8,3322.4,2446.5,1751.8
T01220,C0757,P0006,4,12-11-2023,Debit Card,27505.52,6876.38,5028,7393.52
T01221,C0915,P0080,1,10-01-2023,NetBanking,6951.99,6951.99,5027.5,1924.49
T01222,C0885,P0022,1,28-08-2024,Debit Card,581.93,581.93,423.59,158.34
T01223,C0629,P0076,2,08-12-2024,NetBanking,6838.98,3419.49,2892.21,1054.56
T01224,C0897,P0035,3,07-06-2024,Debit Card,22021.56,7340.52,6556.01,2353.53
T01225,C0398,P0057,2,07-03-2023,Debit Card,6839.52,3419.76,2454.36,1930.8
T01226,C0042,P0091,5,13-06-2023,Wallet,16538,3307.6,2394.43,4565.85
T01227,C0789,P0022,3,10-01-2024,Debit Card,1745.79,581.93,423.59,475.02
T01228,C0201,P0056,4,09-12-2024,Credit Card,18885.76,4721.44,4175.52,2183.68
T01229,C0221,P0053,3,14-06-2023,UPI,13727.19,4575.73,4062.79,1538.82
T01230,C0097,P0062,3,22-11-2023,Credit Card,13951.59,4650.53,3507.75,3428.34
T01231,C0968,P0007,4,24-08-2023,Credit Card,26479.08,6619.77,4710.74,7636.12
T01232,C0869,P0076,2,08-01-2023,Credit Card,6838.98,3419.49,2892.21,1054.56
T01233,C0552,P0003,2,05-02-2023,NetBanking,18821.1,9410.55,7965.08,2890.94
T01234,C0566,P0085,1,17-01-2023,Credit Card,2338.74,2338.74,1782.58,556.16
T01235,C0418,P0043,4,24-08-2023,NetBanking,3785.2,946.3,668.92,1109.52
T01236,C0644,P0054,5,12-04-2023,Wallet,35540.4,7108.08,6247.76,4301.6
T01237,C0721,P0042,2,17-09-2023,NetBanking,10188.96,5094.48,4070.67,2047.62
T01238,C0015,P0007,1,06-09-2023,Wallet,6619.77,6619.77,4710.74,1909.03
T01239,C0812,P0086,4,03-03-2023,NetBanking,27561.44,6890.36,5271.38,6475.92
T01240,C0376,P0044,3,06-09-2023,UPI,15236.13,5078.71,4478.73,1799.94
T01241,C0171,P0097,1,03-04-2024,UPI,1862.27,1862.27,1498.28,363.99
T01242,C0192,P0002,4,27-05-2024,UPI,27433.36,6858.34,6104.9,3013.76
T01243,C0768,P0086,1,25-10-2023,Credit Card,6890.36,6890.36,5271.38,1618.98
T01244,C0999,P0013,3,24-01-2023,Credit Card,19615.68,6538.56,5665.59,2618.91
T01245,C0920,P0082,4,11-06-2023,UPI,38924.72,9731.18,8024.91,6825.08
T01246,C0070,P0078,2,04-06-2024,Credit Card,5863.44,2931.72,2095.62,1672.2
T01247,C0996,P0092,2,20-05-2023,Credit Card,1077.68,538.84,454.05,169.58
T01248,C0661,P0036,4,26-06-2024,UPI,25428.56,6357.14,5477.82,3517.28
T01249,C0756,P0009,4,28-09-2023,Wallet,4334.4,1083.6,888.79,779.24
T01250,C0627,P0045,2,27-09-2024,Debit Card,3503.5,1751.75,1316.89,869.72
T01251,C0469,P0005,5,10-10-2023,Credit Card,39013.2,7802.64,5705.32,10486.6
T01252,C0879,P0081,5,27-07-2023,NetBanking,36658.1,7331.62,6397.72,4669.5
T01253,C0985,P0058,4,02-07-2023,Debit Card,32645.76,8161.44,6032.91,8514.12
T01254,C0765,P0020,1,25-06-2024,Debit Card,2892.75,2892.75,2193.42,699.33
T01255,C0822,P0091,5,24-03-2023,NetBanking,16538,3307.6,2394.43,4565.85
T01256,C0921,P0080,3,28-05-2023,Debit Card,20855.97,6951.99,5027.5,5773.47
T01257,C0121,P0009,1,15-09-2023,UPI,1083.6,1083.6,888.79,194.81
T01258,C0514,P0024,1,19-02-2024,Debit Card,4652.73,4652.73,3597.83,1054.9
T01259,C0453,P0011,4,12-01-2023,Debit Card,29582.16,7395.54,5207.32,8752.88
T01260,C0929,P0079,5,27-07-2023,Wallet,37153.05,7430.61,5734.15,8482.3
T01261,C0931,P0011,4,16-09-2023,UPI,29582.16,7395.54,5207.32,8752.88
T01262,C0625,P0037,5,14-06-2024,Wallet,26375.25,5275.05,4013.91,6305.7
T01263,C0316,P0082,2,03-12-2023,NetBanking,19462.36,9731.18,8024.91,3412.54
T01264,C0065,P0037,4,14-09-2024,Credit Card,21100.2,5275.05,4013.91,5044.56
T01265,C0208,P0041,4,18-08-2023,Wallet,18113.16,4528.29,3280.33,4991.84
T01266,C0129,P0009,4,28-03-2024,NetBanking,4334.4,1083.6,888.79,779.24
T01267,C0135,P0062,4,15-11-2024,Credit Card,18602.12,4650.53,3507.75,4571.12
T01268,C0384,P0073,1,11-01-2024,Debit Card,2204.69,2204.69,1545.72,658.97
T01269,C0927,P0090,3,22-01-2023,Wallet,18545.64,6181.88,4911.15,3812.19
T01270,C0069,P0076,2,22-02-2023,Wallet,6838.98,3419.49,2892.21,1054.56
T01271,C0107,P0085,1,04-10-2024,UPI,2338.74,2338.74,1782.58,556.16
T01272,C0952,P0090,5,02-04-2024,NetBanking,30909.4,6181.88,4911.15,6353.65
T01273,C0358,P0090,1,30-07-2023,Credit Card,6181.88,6181.88,4911.15,1270.73
T01274,C0899,P0092,5,11-11-2024,Credit Card,2694.2,538.84,454.05,423.95
T01275,C0469,P0023,3,13-10-2024,UPI,14835.99,4945.33,3750.68,3583.95
T01276,C0144,P0034,2,25-01-2024,Wallet,1059.24,529.62,471.24,116.76
T01277,C0379,P0008,1,18-03-2023,Debit Card,7477.39,7477.39,6529.52,947.87
T01278,C0146,P0073,2,15-02-2024,NetBanking,4409.38,2204.69,1545.72,1317.94
T01279,C0220,P0041,5,28-02-2024,Wallet,22641.45,4528.29,3280.33,6239.8
T01280,C0428,P0069,2,07-10-2024,UPI,16447.18,8223.59,5879.13,4688.92
T01281,C0501,P0049,4,07-01-2024,UPI,36347.52,9086.88,7354.39,6929.96
T01282,C0885,P0048,5,23-09-2023,Wallet,12637.75,2527.55,2032.18,2476.85
T01283,C0112,P0035,1,01-02-2023,Credit Card,7340.52,7340.52,6556.01,784.51
T01284,C0206,P0077,4,12-09-2024,Wallet,6716.52,1679.13,1434.4,978.92
T01285,C0049,P0058,2,13-08-2024,Debit Card,16322.88,8161.44,6032.91,4257.06
T01286,C0611,P0058,2,16-11-2023,UPI,16322.88,8161.44,6032.91,4257.06
T01287,C0016,P0091,5,18-03-2024,UPI,16538,3307.6,2394.43,4565.85
T01288,C0238,P0063,5,06-03-2024,Credit Card,49360.35,9872.07,8546.72,6626.75
T01289,C0485,P0016,2,28-08-2024,UPI,11525.56,5762.78,4245.33,3034.9
T01290,C0581,P0035,5,05-10-2023,Credit Card,36702.6,7340.52,6556.01,3922.55
T01291,C0794,P0007,5,02-02-2024,Debit Card,33098.85,6619.77,4710.74,9545.15
T01292,C0349,P0025,5,27-01-2023,UPI,4977.5,995.5,787.65,1039.25
T01293,C0055,P0056,2,03-01-2023,Credit Card,9442.88,4721.44,4175.52,1091.84
T01294,C0408,P0058,2,06-06-2024,UPI,16322.88,8161.44,6032.91,4257.06
T01295,C0493,P0062,5,13-06-2024,UPI,23252.65,4650.53,3507.75,5713.9
T01296,C0714,P0084,1,27-10-2024,Wallet,4220.14,4220.14,3007.74,1212.4
T01297,C0458,P0054,2,10-12-2023,UPI,14216.16,7108.08,6247.76,1720.64
T01298,C0073,P0069,5,15-08-2024,NetBanking,41117.95,8223.59,5879.13,11722.3
T01299,C0803,P0023,1,07-08-2024,Debit Card,4945.33,4945.33,3750.68,1194.65
T01300,C0212,P0056,2,19-01-2023,Credit Card,9442.88,4721.44,4175.52,1091.84
T01301,C0488,P0018,3,27-08-2024,UPI,3888.3,1296.1,1043.3,758.4
T01302,C0949,P0027,4,25-03-2023,Debit Card,30983.76,7745.94,5731.49,8057.8
T01303,C0946,P0096,2,25-04-2023,Debit Card,8758,4379,3497.77,1762.46
T01304,C0021,P0059,4,29-03-2024,UPI,25246.32,6311.58,4475.2,7345.52
T01305,C0589,P0080,2,15-02-2024,Debit Card,13903.98,6951.99,5027.5,3848.98
T01306,C0184,P0009,4,05-12-2023,UPI,4334.4,1083.6,888.79,779.24
T01307,C0863,P0059,2,07-12-2023,UPI,12623.16,6311.58,4475.2,3672.76
T01308,C0150,P0025,5,07-08-2024,Wallet,4977.5,995.5,787.65,1039.25
T01309,C0507,P0077,5,31-10-2023,Debit Card,8395.65,1679.13,1434.4,1223.65
T01310,C0650,P0080,1,04-10-2024,Wallet,6951.99,6951.99,5027.5,1924.49
T01311,C0910,P0001,1,03-03-2023,Debit Card,814.66,814.66,631.29,183.37
T01312,C0380,P0001,2,02-02-2023,Wallet,1629.32,814.66,631.29,366.74
T01313,C0017,P0064,5,21-10-2023,Wallet,11388.4,2277.68,1756.89,2603.95
T01314,C0728,P0003,1,29-07-2024,Debit Card,9410.55,9410.55,7965.08,1445.47
T01315,C0962,P0038,4,21-12-2024,NetBanking,3030.68,757.67,545.17,850
T01316,C0741,P0099,4,30-04-2023,UPI,1089.8,272.45,192.1,321.4
T01317,C0640,P0054,2,18-07-2024,Debit Card,14216.16,7108.08,6247.76,1720.64
T01318,C0867,P0086,3,25-04-2024,UPI,20671.08,6890.36,5271.38,4856.94
T01319,C0095,P0030,1,04-02-2023,Debit Card,1615.4,1615.4,1145.79,469.61
T01320,C0257,P0093,3,05-04-2023,Wallet,3778.56,1259.52,1073.31,558.63
T01321,C0677,P0090,1,04-04-2024,Debit Card,6181.88,6181.88,4911.15,1270.73
T01322,C0704,P0020,5,06-07-2023,Debit Card,14463.75,2892.75,2193.42,3496.65
T01323,C0493,P0002,2,19-07-2024,Wallet,13716.68,6858.34,6104.9,1506.88
T01324,C0574,P0091,4,14-06-2024,Debit Card,13230.4,3307.6,2394.43,3652.68
T01325,C0855,P0044,3,02-03-2024,UPI,15236.13,5078.71,4478.73,1799.94
T01326,C0148,P0025,1,18-10-2024,Credit Card,995.5,995.5,787.65,207.85
T01327,C0404,P0062,5,17-03-2024,Credit Card,23252.65,4650.53,3507.75,5713.9
T01328,C0370,P0059,4,04-07-2023,Wallet,25246.32,6311.58,4475.2,7345.52
T01329,C0496,P0097,2,16-12-2024,UPI,3724.54,1862.27,1498.28,727.98
T01330,C0044,P0034,1,09-07-2023,NetBanking,529.62,529.62,471.24,58.38
T01331,C0297,P0041,5,11-12-2024,UPI,22641.45,4528.29,3280.33,6239.8
T01332,C0848,P0042,5,23-07-2023,Debit Card,25472.4,5094.48,4070.67,5119.05
T01333,C0505,P0018,5,02-08-2023,Credit Card,6480.5,1296.1,1043.3,1264
T01334,C0680,P0040,4,15-10-2023,NetBanking,23230.44,5807.61,4576.57,4924.16
T01335,C0152,P0075,1,30-05-2023,Debit Card,7648.27,7648.27,6435.04,1213.23
T01336,C0928,P0022,1,22-06-2024,Credit Card,581.93,581.93,423.59,158.34
T01337,C0040,P0047,5,17-08-2023,Wallet,10126.3,2025.26,1543.94,2406.6
T01338,C0121,P0095,3,30-06-2023,Wallet,17701.47,5900.49,5040.16,2580.99
T01339,C0991,P0037,5,04-02-2023,Credit Card,26375.25,5275.05,4013.91,6305.7
T01340,C0799,P0030,2,22-03-2023,Debit Card,3230.8,1615.4,1145.79,939.22
T01341,C0392,P0047,2,13-06-2024,UPI,4050.52,2025.26,1543.94,962.64
T01342,C0012,P0077,3,21-12-2023,NetBanking,5037.39,1679.13,1434.4,734.19
T01343,C0773,P0031,4,13-03-2024,Credit Card,6108.48,1527.12,1254.54,1090.32
T01344,C0815,P0005,3,19-02-2023,Debit Card,23407.92,7802.64,5705.32,6291.96
T01345,C0281,P0064,4,10-01-2023,Wallet,9110.72,2277.68,1756.89,2083.16
T01346,C0196,P0047,3,22-12-2024,UPI,6075.78,2025.26,1543.94,1443.96
T01347,C0448,P0091,5,05-06-2024,Wallet,16538,3307.6,2394.43,4565.85
T01348,C0990,P0076,3,13-05-2024,NetBanking,10258.47,3419.49,2892.21,1581.84
T01349,C0792,P0051,4,24-10-2024,UPI,39346.36,9836.59,8793.09,4174
T01350,C0191,P0078,4,23-04-2023,Credit Card,11726.88,2931.72,2095.62,3344.4
T01351,C0374,P0052,4,24-09-2024,UPI,4003.68,1000.92,855.81,580.44
T01352,C0466,P0079,4,01-06-2024,NetBanking,29722.44,7430.61,5734.15,6785.84
T01353,C0713,P0014,1,18-06-2023,Wallet,6752.99,6752.99,5013.88,1739.11
T01354,C0846,P0039,3,06-11-2023,Debit Card,15514.74,5171.58,4327.82,2531.28
T01355,C0074,P0002,4,23-02-2024,Credit Card,27433.36,6858.34,6104.9,3013.76
T01356,C0377,P0077,4,01-11-2023,Credit Card,6716.52,1679.13,1434.4,978.92
T01357,C0388,P0043,5,25-09-2023,Wallet,4731.5,946.3,668.92,1386.9
T01358,C0516,P0064,2,08-09-2023,Credit Card,4555.36,2277.68,1756.89,1041.58
T01359,C0812,P0063,4,22-10-2024,UPI,39488.28,9872.07,8546.72,5301.4
T01360,C0275,P0077,4,25-04-2023,Wallet,6716.52,1679.13,1434.4,978.92
T01361,C0939,P0045,1,14-11-2023,Credit Card,1751.75,1751.75,1316.89,434.86
T01362,C0716,P0098,3,17-06-2024,UPI,17219.58,5739.86,4508.71,3693.45
T01363,C0676,P0027,2,06-03-2023,Wallet,15491.88,7745.94,5731.49,4028.9
T01364,C0705,P0014,4,14-08-2023,Wallet,27011.96,6752.99,5013.88,6956.44
T01365,C0436,P0041,2,20-05-2023,Debit Card,9056.58,4528.29,3280.33,2495.92
T01366,C0516,P0078,4,11-06-2023,UPI,11726.88,2931.72,2095.62,3344.4
T01367,C0913,P0035,2,27-11-2023,NetBanking,14681.04,7340.52,6556.01,1569.02
T01368,C0863,P0035,3,26-09-2024,Debit Card,22021.56,7340.52,6556.01,2353.53
T01369,C0596,P0072,4,06-08-2024,UPI,33155.44,8288.86,6131.63,8628.92
T01370,C0205,P0003,3,24-06-2024,Debit Card,28231.65,9410.55,7965.08,4336.41
T01371,C0994,P0025,3,17-08-2024,Debit Card,2986.5,995.5,787.65,623.55
T01372,C0565,P0060,2,15-03-2023,Credit Card,6504.06,3252.03,2488.02,1528.02
T01373,C0910,P0085,3,01-07-2023,Wallet,7016.22,2338.74,1782.58,1668.48
T01374,C0888,P0090,1,02-06-2024,Debit Card,6181.88,6181.88,4911.15,1270.73
T01375,C0432,P0018,1,20-08-2023,Credit Card,1296.1,1296.1,1043.3,252.8
T01376,C0454,P0031,5,22-02-2024,UPI,7635.6,1527.12,1254.54,1362.9
T01377,C0091,P0076,2,26-11-2024,Credit Card,6838.98,3419.49,2892.21,1054.56
T01378,C0901,P0051,3,08-11-2024,NetBanking,29509.77,9836.59,8793.09,3130.5
T01379,C0567,P0057,4,24-12-2023,Wallet,13679.04,3419.76,2454.36,3861.6
T01380,C0154,P0035,2,08-05-2024,Credit Card,14681.04,7340.52,6556.01,1569.02
T01381,C0020,P0079,4,02-11-2023,NetBanking,29722.44,7430.61,5734.15,6785.84
T01382,C0729,P0082,4,24-07-2024,NetBanking,38924.72,9731.18,8024.91,6825.08
T01383,C0940,P0051,3,25-11-2023,Credit Card,29509.77,9836.59,8793.09,3130.5
T01384,C0613,P0023,1,07-08-2024,Debit Card,4945.33,4945.33,3750.68,1194.65
T01385,C0208,P0052,5,26-02-2024,NetBanking,5004.6,1000.92,855.81,725.55
T01386,C0019,P0049,1,30-05-2024,Wallet,9086.88,9086.88,7354.39,1732.49
T01387,C0323,P0086,5,03-11-2023,Credit Card,34451.8,6890.36,5271.38,8094.9
T01388,C0344,P0031,2,29-07-2023,Debit Card,3054.24,1527.12,1254.54,545.16
T01389,C0549,P0043,5,04-07-2023,NetBanking,4731.5,946.3,668.92,1386.9
T01390,C0109,P0019,1,08-07-2023,Credit Card,773.19,773.19,608.03,165.16
T01391,C0248,P0079,4,04-03-2024,Credit Card,29722.44,7430.61,5734.15,6785.84
T01392,C0131,P0011,2,31-05-2024,NetBanking,14791.08,7395.54,5207.32,4376.44
T01393,C0216,P0036,1,31-05-2024,NetBanking,6357.14,6357.14,5477.82,879.32
T01394,C0528,P0091,2,03-07-2023,Wallet,6615.2,3307.6,2394.43,1826.34
T01395,C0099,P0032,4,23-06-2024,Debit Card,24754.52,6188.63,4543.1,6582.12
T01396,C0281,P0031,5,14-04-2023,Debit Card,7635.6,1527.12,1254.54,1362.9
T01397,C0333,P0019,4,08-09-2024,UPI,3092.76,773.19,608.03,660.64
T01398,C0815,P0034,3,12-12-2024,Credit Card,1588.86,529.62,471.24,175.14
T01399,C0016,P0035,5,07-12-2024,Debit Card,36702.6,7340.52,6556.01,3922.55
T01400,C0579,P0091,5,23-12-2023,Wallet,16538,3307.6,2394.43,4565.85
T01401,C0521,P0078,2,18-03-2024,Debit Card,5863.44,2931.72,2095.62,1672.2
T01402,C0099,P0079,2,10-08-2024,Credit Card,14861.22,7430.61,5734.15,3392.92
T01403,C0469,P0068,3,08-07-2023,UPI,16377.3,5459.1,4697.22,2285.64
T01404,C0674,P0006,2,15-10-2023,Credit Card,13752.76,6876.38,5028,3696.76
T01405,C0505,P0061,1,14-08-2023,Debit Card,4460.16,4460.16,3468.82,991.34
T01406,C0787,P0054,3,26-11-2023,NetBanking,21324.24,7108.08,6247.76,2580.96
T01407,C0454,P0014,3,19-09-2024,UPI,20258.97,6752.99,5013.88,5217.33
T01408,C0625,P0006,3,27-01-2023,UPI,20629.14,6876.38,5028,5545.14
T01409,C0690,P0090,2,12-01-2024,UPI,12363.76,6181.88,4911.15,2541.46
T01410,C0097,P0040,4,21-01-2024,NetBanking,23230.44,5807.61,4576.57,4924.16
T01411,C0853,P0084,4,24-05-2024,Credit Card,16880.56,4220.14,3007.74,4849.6
T01412,C0025,P0051,5,04-04-2023,Debit Card,49182.95,9836.59,8793.09,5217.5
T01413,C0022,P0094,3,28-11-2023,NetBanking,679.92,226.64,184.09,127.65
T01414,C0645,P0081,3,20-12-2024,UPI,21994.86,7331.62,6397.72,2801.7
T01415,C0067,P0050,4,31-12-2023,Wallet,5622.68,1405.67,1035.94,1478.92
T01416,C0880,P0072,1,15-04-2023,Credit Card,8288.86,8288.86,6131.63,2157.23
T01417,C0230,P0097,1,07-08-2024,NetBanking,1862.27,1862.27,1498.28,363.99
T01418,C0890,P0092,3,21-12-2024,Credit Card,1616.52,538.84,454.05,254.37
T01419,C0830,P0010,5,01-11-2024,Debit Card,8248.1,1649.62,1388.34,1306.4
T01420,C0258,P0017,4,11-07-2024,Debit Card,6857.52,1714.38,1304.38,1640
T01421,C0691,P0093,1,20-09-2024,Wallet,1259.52,1259.52,1073.31,186.21
T01422,C0931,P0064,3,31-01-2024,Debit Card,6833.04,2277.68,1756.89,1562.37
T01423,C0709,P0008,3,23-03-2023,Debit Card,22432.17,7477.39,6529.52,2843.61
T01424,C0732,P0083,5,02-07-2023,UPI,2224.75,444.95,340.91,520.2
T01425,C0950,P0028,2,07-09-2024,Wallet,7107.04,3553.52,2852.93,1401.18
T01426,C0111,P0006,5,07-01-2024,Credit Card,34381.9,6876.38,5028,9241.9
T01427,C0094,P0033,1,25-08-2024,NetBanking,7103.19,7103.19,5064.65,2038.54
T01428,C0773,P0042,3,25-08-2024,Debit Card,15283.44,5094.48,4070.67,3071.43
T01429,C0579,P0012,3,31-08-2024,NetBanking,9769.29,3256.43,2911.19,1035.72
T01430,C0760,P0013,2,26-01-2023,NetBanking,13077.12,6538.56,5665.59,1745.94
T01431,C0458,P0063,5,05-06-2024,Debit Card,49360.35,9872.07,8546.72,6626.75
T01432,C0880,P0001,4,11-10-2023,NetBanking,3258.64,814.66,631.29,733.48
T01433,C0496,P0032,3,30-03-2024,Debit Card,18565.89,6188.63,4543.1,4936.59
T01434,C0033,P0093,2,28-11-2023,Credit Card,2519.04,1259.52,1073.31,372.42
T01435,C0664,P0074,5,16-01-2024,Wallet,12753,2550.6,2201.4,1746
T01436,C0454,P0008,4,07-06-2024,Wallet,29909.56,7477.39,6529.52,3791.48
T01437,C0502,P0002,3,26-01-2024,Debit Card,20575.02,6858.34,6104.9,2260.32
T01438,C0439,P0021,2,08-01-2024,Wallet,8931.68,4465.84,3672.58,1586.52
T01439,C0324,P0037,3,10-01-2024,NetBanking,15825.15,5275.05,4013.91,3783.42
T01440,C0484,P0008,2,07-12-2024,Credit Card,14954.78,7477.39,6529.52,1895.74
T01441,C0610,P0013,3,04-07-2024,NetBanking,19615.68,6538.56,5665.59,2618.91
T01442,C0150,P0012,3,08-07-2024,Wallet,9769.29,3256.43,2911.19,1035.72
T01443,C0342,P0040,5,22-04-2023,Wallet,29038.05,5807.61,4576.57,6155.2
T01444,C0783,P0029,5,30-04-2023,Credit Card,4419.8,883.96,723.51,802.25
T01445,C0200,P0014,5,23-06-2024,Debit Card,33764.95,6752.99,5013.88,8695.55
T01446,C0275,P0081,4,28-10-2023,NetBanking,29326.48,7331.62,6397.72,3735.6
T01447,C0956,P0079,1,30-12-2023,Credit Card,7430.61,7430.61,5734.15,1696.46
T01448,C0892,P0033,5,12-12-2024,Wallet,35515.95,7103.19,5064.65,10192.7
T01449,C0266,P0073,2,28-04-2024,Debit Card,4409.38,2204.69,1545.72,1317.94
T01450,C0830,P0026,1,25-12-2024,NetBanking,9540.8,9540.8,8176.8,1364
T01451,C0318,P0085,1,23-03-2023,Wallet,2338.74,2338.74,1782.58,556.16
T01452,C0923,P0006,2,09-09-2023,NetBanking,13752.76,6876.38,5028,3696.76
T01453,C0555,P0045,2,21-06-2024,UPI,3503.5,1751.75,1316.89,869.72
T01454,C0194,P0100,1,02-08-2024,Wallet,4648.2,4648.2,3354.04,1294.16
T01455,C0697,P0096,4,13-12-2024,NetBanking,17516,4379,3497.77,3524.92
T01456,C0416,P0090,3,26-02-2023,Wallet,18545.64,6181.88,4911.15,3812.19
T01457,C0245,P0046,5,06-05-2024,UPI,16157.3,3231.46,2690.2,2706.3
T01458,C0184,P0001,3,20-03-2023,Wallet,2443.98,814.66,631.29,550.11
T01459,C0882,P0071,1,30-09-2024,NetBanking,5169.57,5169.57,4417.13,752.44
T01460,C0824,P0087,4,23-02-2024,Debit Card,38985,9746.25,8244.56,6006.76
T01461,C0488,P0078,2,14-10-2023,NetBanking,5863.44,2931.72,2095.62,1672.2
T01462,C0351,P0095,4,20-12-2023,Debit Card,23601.96,5900.49,5040.16,3441.32
T01463,C0016,P0024,2,13-02-2024,NetBanking,9305.46,4652.73,3597.83,2109.8
T01464,C0120,P0042,3,22-01-2023,NetBanking,15283.44,5094.48,4070.67,3071.43
T01465,C0106,P0084,5,05-08-2023,Credit Card,21100.7,4220.14,3007.74,6062
T01466,C0416,P0081,5,03-10-2023,Credit Card,36658.1,7331.62,6397.72,4669.5
T01467,C0794,P0066,5,24-12-2023,Debit Card,43087.65,8617.53,6967.61,8249.6
T01468,C0324,P0091,1,05-12-2023,Credit Card,3307.6,3307.6,2394.43,913.17
T01469,C0413,P0009,5,05-10-2023,UPI,5418,1083.6,888.79,974.05
T01470,C0557,P0041,1,11-04-2023,NetBanking,4528.29,4528.29,3280.33,1247.96
T01471,C0555,P0012,3,19-08-2024,Wallet,9769.29,3256.43,2911.19,1035.72
T01472,C0167,P0012,4,19-10-2023,Debit Card,13025.72,3256.43,2911.19,1380.96
T01473,C0298,P0065,5,27-08-2024,Credit Card,48226.35,9645.27,7293.63,11758.2
T01474,C0101,P0019,3,19-10-2023,UPI,2319.57,773.19,608.03,495.48
T01475,C0336,P0066,3,10-05-2023,Debit Card,25852.59,8617.53,6967.61,4949.76
T01476,C0875,P0007,4,14-02-2023,NetBanking,26479.08,6619.77,4710.74,7636.12
T01477,C0592,P0067,2,27-09-2023,Credit Card,19197.56,9598.78,6989.69,5218.18
T01478,C0942,P0088,3,27-03-2024,UPI,14817.03,4939.01,4087.09,2555.76
T01479,C0552,P0060,4,28-07-2024,NetBanking,13008.12,3252.03,2488.02,3056.04
T01480,C0311,P0053,1,22-06-2024,Debit Card,4575.73,4575.73,4062.79,512.94
T01481,C0382,P0074,3,11-01-2024,UPI,7651.8,2550.6,2201.4,1047.6
T01482,C0098,P0088,2,31-03-2023,NetBanking,9878.02,4939.01,4087.09,1703.84
T01483,C0164,P0009,3,15-01-2023,UPI,3250.8,1083.6,888.79,584.43
T01484,C0113,P0068,4,06-06-2023,Credit Card,21836.4,5459.1,4697.22,3047.52
T01485,C0959,P0004,3,23-04-2023,UPI,17061.78,5687.26,4662.03,3075.69
T01486,C0738,P0099,1,10-02-2023,Debit Card,272.45,272.45,192.1,80.35
T01487,C0828,P0013,2,25-11-2023,UPI,13077.12,6538.56,5665.59,1745.94
T01488,C0376,P0099,3,12-09-2023,Credit Card,817.35,272.45,192.1,241.05
T01489,C0047,P0093,3,31-08-2024,NetBanking,3778.56,1259.52,1073.31,558.63
T01490,C0617,P0059,3,06-03-2024,Wallet,18934.74,6311.58,4475.2,5509.14
T01491,C0199,P0094,2,08-07-2024,Credit Card,453.28,226.64,184.09,85.1
T01492,C0796,P0066,3,21-08-2023,Debit Card,25852.59,8617.53,6967.61,4949.76
T01493,C0172,P0008,5,03-10-2023,UPI,37386.95,7477.39,6529.52,4739.35
T01494,C0868,P0039,4,28-08-2023,Debit Card,20686.32,5171.58,4327.82,3375.04
T01495,C0406,P0060,1,29-02-2024,Wallet,3252.03,3252.03,2488.02,764.01
T01496,C0085,P0008,1,30-10-2023,Wallet,7477.39,7477.39,6529.52,947.87
T01497,C0280,P0088,4,22-02-2023,NetBanking,19756.04,4939.01,4087.09,3407.68
T01498,C0913,P0035,2,15-05-2023,NetBanking,14681.04,7340.52,6556.01,1569.02
T01499,C0021,P0078,3,02-03-2023,UPI,8795.16,2931.72,2095.62,2508.3
T01500,C0527,P0075,5,14-12-2024,UPI,38241.35,7648.27,6435.04,6066.15
T01501,C0587,P0034,2,14-04-2023,Credit Card,1059.24,529.62,471.24,116.76
T01502,C0330,P0006,3,07-10-2024,Debit Card,20629.14,6876.38,5028,5545.14
T01503,C0055,P0091,4,13-12-2023,Wallet,13230.4,3307.6,2394.43,3652.68
T01504,C0152,P0065,1,27-11-2024,NetBanking,9645.27,9645.27,7293.63,2351.64
T01505,C0368,P0093,1,27-03-2023,Credit Card,1259.52,1259.52,1073.31,186.21
T01506,C0022,P0072,4,11-11-2024,UPI,33155.44,8288.86,6131.63,8628.92
T01507,C0327,P0027,3,21-06-2024,NetBanking,23237.82,7745.94,5731.49,6043.35
T01508,C0281,P0036,2,29-08-2024,Debit Card,12714.28,6357.14,5477.82,1758.64
T01509,C0574,P0032,5,22-08-2023,NetBanking,30943.15,6188.63,4543.1,8227.65
T01510,C0254,P0097,4,24-11-2023,UPI,7449.08,1862.27,1498.28,1455.96
T01511,C0408,P0055,4,20-06-2023,Credit Card,32759.32,8189.83,6712.22,5910.44
T01512,C0040,P0066,4,24-04-2024,UPI,34470.12,8617.53,6967.61,6599.68
T01513,C0168,P0049,2,18-04-2024,UPI,18173.76,9086.88,7354.39,3464.98
T01514,C0735,P0041,4,20-02-2024,Wallet,18113.16,4528.29,3280.33,4991.84
T01515,C0156,P0080,2,06-08-2024,UPI,13903.98,6951.99,5027.5,3848.98
T01516,C0918,P0090,2,19-05-2024,NetBanking,12363.76,6181.88,4911.15,2541.46
T01517,C0847,P0095,1,23-05-2023,Wallet,5900.49,5900.49,5040.16,860.33
